freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience, hourly_rate (USD) ,rating,is_active,client_satisfaction
FL250527,Kristi Knight,Female,38,Italy,Italian,Data Analysis,18, $40.00 ,4.9,No,74%
FL250528,Jason Bryant,Male,26,Spain,Spanish,Blockchain Development,1, $20.00 ,0.0,Yes,NA
FL250529,Maureen Keith,Female,40,United Kingdom,English,DevOps,12, $30.00 ,3.5,No,98%
FL250530,Shawn Hogan,Male,37,Germany,German,Machine Learning,0, NA ,1.7,Yes,63%
FL250531,William Davis,Male,28,Canada,English,Blockchain Development,5, $50.00 ,0.0,Yes,96
FL250532,Stacy Bailey,Female,48,India,Hindi,Mobile Apps,28, $20.00 ,0.0,No,88%
FL250533,Thomas Dixon,Male,22,India,Hindi,Artificial Intelligence,0, NA ,4.6,No,NA
FL250534,Maria Hall,Female,41,Germany,German,Web Development,14, $40.00 ,1.1,Yes,73%
FL250535,Tony Lee,Male,38,United States,English,Graphic Design,15, NA ,4.2,No,88%
FL250536,Catherine Mccoy Md,Female,31,South Africa,Afrikaans,UI/UX Design,9, NA ,0.0,No,91%
FL250537,Maria Benitez,Female,30,China,Mandarin,Mobile Apps,9, $30.00 ,3.9,Yes,65%
FL250538,Joshua Chambers,Male,51,Mexico,Spanish,UI/UX Design,22, $20.00 ,3.4,Yes,90
FL250539,Janice Daniels,Female,21,Germany,German,DevOps,0, $20.00 ,2.6,No,72%
FL250540,Carla Wood,Female,20,Italy,Italian,DevOps,1, $40.00 ,2.3,Yes,72%
FL250541,Kenneth Vasquez,Male,30,Japan,Japanese,Blockchain Development,5, $30.00 ,4.8,No,NA
FL250542,Kevin Smith,Male,41,China,Mandarin,Data Analysis,0, $40.00 ,4.5,No,68%
FL250543,Thomas Kim,Male,22,Spain,Spanish,Blockchain Development,0, $30.00 ,0.0,No,87%
FL250544,Sean Park,Male,45,Mexico,Spanish,Cybersecurity,19, $75.00 ,0.0,Yes,72%
FL250545,Judith Poole,Female,22,Australia,English,Data Analysis,2, $40.00 ,1.1,Yes,76%
FL250546,Melanie Baird,Female,20,Turkey,Turkish,Mobile Apps,0, $100.00 ,0.0,No,63
FL250547,Erika Mitchell,Female,20,Canada,English,Data Analysis,2, $40.00 ,NA,Yes,91%
FL250548,Ricky Martinez,Male,21,United Kingdom,English,Artificial Intelligence,0, $100.00 ,NA,No,73%
FL250549,John Christian,Male,22,Netherlands,Dutch,Cybersecurity,1, $40.00 ,0.0,No,63%
FL250550,Nancy Smith,Female,28,United Kingdom,English,DevOps,3, $20.00 ,NA,Yes,79%
FL250551,Cassandra Stephens,Female,59,Argentina,Spanish,Artificial Intelligence,0, $20.00 ,4.1,No,75
FL250552,Miss Janet Donovan Md,Female,28,France,French,Web Development,1, NA ,0.0,No,70%
FL250553,Kristina Williams,Female,40,Australia,English,DevOps,0, $100.00 ,1.2,No,87%
FL250554,Wayne Barnes,Male,57,Italy,Italian,Blockchain Development,7, $30.00 ,1.6,Yes,NA
FL250555,James Hinton,Male,47,Turkey,Turkish,DevOps,1, $50.00 ,3.9,Yes,88%
FL250556,David Spence,Male,48,South Korea,Korean,Cybersecurity,21, $40.00 ,0.0,Yes,NA
FL250557,Tyler Cooper,Male,28,United States,English,UI/UX Design,1, $20.00 ,4.7,No,93%
FL250558,Sean Martinez,Male,41,Turkey,Turkish,Graphic Design,15, NA ,3.8,Yes,NA
FL250559,Janet Barron,Female,57,South Africa,Afrikaans,Cybersecurity,33, $100.00 ,3.5,Yes,74%
FL250560,Rodney Wilson,Male,60,Argentina,Spanish,Graphic Design,39, $75.00 ,4.0,No,70%
FL250561,Kimberly Fitzgerald,Female,48,Egypt,Arabic,Graphic Design,21, $30.00 ,1.6,Yes,67%
FL250562,Nicole Davis,Female,24,France,French,Cybersecurity,5, $40.00 ,3.0,Yes,86%
FL250563,Elizabeth Hayes,Female,33,Mexico,Spanish,DevOps,11, $50.00 ,5.0,Yes,69%
FL250564,Kathy Faulkner,Female,20,Turkey,Turkish,Graphic Design,0, $30.00 ,4.8,Yes,68%
FL250565,John Gonzales,Male,59,United Kingdom,English,DevOps,15, $50.00 ,NA,Yes,NA
FL250566,Shannon Luna,Female,42,China,Mandarin,DevOps,22, NA ,2.9,No,61%
FL250567,Stephanie Burton,Female,22,Turkey,Turkish,UI/UX Design,3, NA ,3.0,Yes,96%
FL250568,Kevin Gonzales,Male,41,Canada,English,Cybersecurity,11, $50.00 ,3.5,Yes,68%
FL250569,Dawn Hardy,Female,25,Argentina,Spanish,Web Development,5, $40.00 ,NA,Yes,75%
FL250570,Margaret Perkins,Female,38,Canada,English,UI/UX Design,3, $40.00 ,4.7,No,69%
FL250571,Amanda Vargas,Female,43,United States,English,DevOps,1, NA ,2.9,Yes,78%
FL250572,Tonya Gonzalez,Female,54,Mexico,Spanish,Artificial Intelligence,1, $75.00 ,4.4,Yes,NA
FL250573,Elizabeth Bowman,Female,31,Indonesia,Indonesian,Mobile Apps,2, $40.00 ,2.3,No,98%
FL250574,Ariana Pittman,Female,56,Mexico,Spanish,Artificial Intelligence,3, $30.00 ,3.7,No,83%
FL250575,Antonio Johnson,Male,46,Mexico,Spanish,Graphic Design,11, NA ,1.8,Yes,91%
FL250576,Justin Lang,Male,60,Egypt,Arabic,Artificial Intelligence,0, $100.00 ,0.0,Yes,96%
FL250577,Kelli Ramirez,Female,28,South Korea,Korean,Graphic Design,2, $50.00 ,NA,Yes,85%
FL250578,Deborah Torres,Female,43,Indonesia,Indonesian,Web Development,20, $30.00 ,2.7,No,72%
FL250579,Joseph Horn,Male,41,France,French,Web Development,11, $20.00 ,4.7,No,69%
FL250580,Christopher Robinson,Male,41,United Kingdom,English,DevOps,0, $20.00 ,3.1,No,90
FL250581,Sandra Mccormick,Female,40,United Kingdom,English,Mobile Apps,20, $20.00 ,2.3,No,92%
FL250582,Michael Holland,Male,45,Germany,German,DevOps,3, $20.00 ,1.3,Yes,91%
FL250583,Kenneth Stevenson,Male,47,Egypt,Arabic,DevOps,28, $50.00 ,2.9,Yes,NA
FL250584,Timothy Bennett,Male,34,India,Hindi,Data Analysis,0, $40.00 ,3.3,No,98%
FL250585,Gregory Randall,Male,47,United States,English,UI/UX Design,4, $20.00 ,4.2,No,82%
FL250586,Charles Martinez,Male,32,Mexico,Spanish,UI/UX Design,9, $40.00 ,1.3,Yes,83%
FL250587,James Hall,Male,28,United Kingdom,English,Mobile Apps,2, $100.00 ,4.4,Yes,NA
FL250588,Michael Garcia,Male,32,Australia,English,DevOps,1, $100.00 ,3.4,Yes,NA
FL250589,Michele Duran,Female,49,Netherlands,Dutch,Artificial Intelligence,2, $100.00 ,3.4,Yes,85%
FL250590,Jessica Gray,Female,36,Argentina,Spanish,Mobile Apps,16, $20.00 ,3.2,No,NA
FL250591,Keith Shaffer,Male,59,Mexico,Spanish,Blockchain Development,22, $20.00 ,3.6,No,63%
FL250592,Jessica Decker,Female,52,Canada,English,Cybersecurity,22, $20.00 ,0.0,No,NA
FL250593,Brianna Pittman,Female,24,China,Mandarin,Blockchain Development,5, $40.00 ,1.8,Yes,86%
FL250594,Kimberly Hunter,Female,26,Australia,English,Graphic Design,2, $75.00 ,2.5,Yes,60
FL250595,Daniel Martin,Male,55,Canada,English,Cybersecurity,24, $40.00 ,2.0,Yes,88
FL250596,Rachel Smith,Female,56,Italy,Italian,Mobile Apps,37, $40.00 ,0.0,No,70%
FL250597,Michael Miller,Male,36,France,French,Graphic Design,3, $50.00 ,1.3,Yes,77%
FL250598,Willie Clark,Male,48,Argentina,Spanish,Web Development,18, $75.00 ,0.0,No,80%
FL250599,Jeremy Hernandez,Male,55,Egypt,Arabic,Machine Learning,6, $40.00 ,3.6,Yes,NA
FL250600,Tina Shelton,Female,56,Spain,Spanish,DevOps,17, NA ,1.3,No,87%
FL250601,Dr. Pamela Larson,Female,28,Canada,English,Blockchain Development,1, $75.00 ,2.7,Yes,93%
FL250602,Ryan Ewing,Male,60,United States,English,Artificial Intelligence,39, $100.00 ,1.5,No,88
FL250603,Mark Cochran,Male,34,South Korea,Korean,Blockchain Development,15, $20.00 ,0.0,No,100%
FL250604,Martha Carson,Female,38,Indonesia,Indonesian,Artificial Intelligence,13, $40.00 ,0.0,Yes,61
FL250605,Heather Jackson,Female,51,South Korea,Korean,Web Development,17, $100.00 ,3.0,No,79%
FL250606,Megan Young,Female,21,Japan,Japanese,Mobile Apps,1, $30.00 ,1.2,No,73%
FL250607,Thomas Davis,Male,35,Italy,Italian,UI/UX Design,16, NA ,1.3,Yes,64%
FL250608,Thomas Mooney,Male,27,Brazil,Portuguese,Web Development,9, $100.00 ,NA,Yes,NA
FL250609,Susan Smith,Female,42,Turkey,Turkish,Mobile Apps,20, $50.00 ,3.8,No,93%
FL250610,Brianna Orr,Female,52,Canada,English,Blockchain Development,29, $30.00 ,3.8,No,68%
FL250611,Dustin Smith,Male,53,South Korea,Korean,Web Development,21, $40.00 ,4.7,Yes,62%
FL250612,Sarah White,Female,54,Italy,Italian,Mobile Apps,28, $40.00 ,1.1,Yes,NA
FL250613,Michael Davis,Male,51,Japan,Japanese,Graphic Design,5, $50.00 ,4.2,Yes,82%
FL250614,Jennifer Phillips,Female,30,South Korea,Korean,Web Development,0, NA ,0.0,No,NA
FL250615,Dana Sanders,Female,45,Netherlands,Dutch,Machine Learning,27, $75.00 ,0.0,No,85%
FL250616,Daniel Quinn,Male,57,Indonesia,Indonesian,Graphic Design,26, $100.00 ,2.4,Yes,78%
FL250617,Matthew Steele,Male,38,Turkey,Turkish,Blockchain Development,19, $40.00 ,0.0,Yes,86%
FL250618,Michele Taylor,Female,42,Russia,Russian,DevOps,24, $40.00 ,NA,No,88%
FL250619,Ashley Hammond,Female,30,South Africa,Afrikaans,DevOps,7, $30.00 ,3.3,No,68%
FL250620,Nicole Taylor,Female,43,Australia,English,Web Development,13, $100.00 ,1.4,Yes,97%
FL250621,Casey Bush,Male,22,Egypt,Arabic,UI/UX Design,2, $75.00 ,1.7,Yes,91%
FL250622,Samuel Patterson,Male,57,Mexico,Spanish,Machine Learning,37, $30.00 ,4.8,No,NA
FL250623,Craig Dennis,Male,44,United Kingdom,English,Graphic Design,1, NA ,4.8,No,97%
FL250624,Heidi Dixon,Female,46,China,Mandarin,DevOps,5, $30.00 ,2.0,Yes,64%
FL250625,David Bishop,Male,41,Spain,Spanish,Blockchain Development,1, $50.00 ,2.8,Yes,87%
FL250626,Laura Butler,Female,34,Australia,English,Data Analysis,2, $100.00 ,0.0,No,86
FL250627,Denise Erickson,Female,46,Italy,Italian,Mobile Apps,0, $100.00 ,4.4,Yes,97
FL250628,Nicole Austin,Female,22,France,French,Blockchain Development,0, $30.00 ,4.9,No,73%
FL250629,Summer Williams,Female,23,South Africa,Afrikaans,Artificial Intelligence,0, $75.00 ,2.3,No,60%
FL250630,Angela Blackwell,Female,60,Turkey,Turkish,Web Development,41, $40.00 ,4.9,Yes,66
FL250631,Thomas Wall,Male,20,Canada,English,DevOps,0, $75.00 ,4.3,No,90%
FL250632,Sarah Anderson,Female,41,South Korea,Korean,UI/UX Design,23, $75.00 ,1.4,No,NA
FL250633,Christian Lane,Male,24,France,French,Mobile Apps,0, $100.00 ,NA,Yes,NA
FL250634,Todd Casey,Male,44,Netherlands,Dutch,Machine Learning,4, NA ,1.3,Yes,77
FL250635,David Martinez,Male,52,China,Mandarin,UI/UX Design,4, $75.00 ,2.3,Yes,79%
FL250636,Donald Salas,Male,35,Spain,Spanish,Machine Learning,13, $40.00 ,3.6,No,83%
FL250637,Emma Hicks,Female,24,Netherlands,Dutch,DevOps,2, $50.00 ,NA,No,64%
FL250638,Alison Clark,Female,46,Australia,English,Cybersecurity,25, $100.00 ,1.3,Yes,80%
FL250639,Andrew Barnes,Male,57,Mexico,Spanish,Mobile Apps,18, $30.00 ,1.1,No,90%
FL250640,Gina Snyder,Female,49,Mexico,Spanish,Web Development,24, $50.00 ,0.0,No,94%
FL250641,David Watson,Male,41,Japan,Japanese,Artificial Intelligence,7, $40.00 ,1.8,No,70%
FL250642,John Davis,Male,22,Mexico,Spanish,Machine Learning,1, $20.00 ,NA,Yes,75%
FL250643,Joseph Thomas,Male,50,Australia,English,Blockchain Development,17, $75.00 ,3.3,Yes,69%
FL250644,Dean Finley,Male,57,Germany,German,Graphic Design,4, $30.00 ,4.2,No,NA
FL250645,Ashley Kemp,Female,47,Mexico,Spanish,Artificial Intelligence,29, $50.00 ,NA,Yes,79%
FL250646,Kenneth Evans,Male,24,South Africa,Afrikaans,Data Analysis,2, $100.00 ,3.8,Yes,71%
FL250647,Brandon Newman,Male,41,India,Hindi,Cybersecurity,9, $100.00 ,4.8,Yes,72%
FL250648,Katie Hensley,Female,50,Germany,German,DevOps,10, $100.00 ,4.3,No,93%
FL250649,Joel Randolph,Male,46,Brazil,Portuguese,Machine Learning,20, NA ,4.8,Yes,82%
FL250650,Andrew Scott,Male,51,Australia,English,Cybersecurity,9, $40.00 ,NA,No,60
FL250651,Zachary Ochoa,Male,51,United Kingdom,English,Artificial Intelligence,12, $20.00 ,4.0,No,93
FL250652,John Arroyo,Male,27,United Kingdom,English,Artificial Intelligence,3, $50.00 ,NA,No,NA
FL250653,Matthew Fernandez,Male,42,Spain,Spanish,Web Development,13, $30.00 ,0.0,No,74%
FL250654,Benjamin Stark,Male,25,Germany,German,UI/UX Design,4, $40.00 ,2.3,Yes,73
FL250655,Tammy Greer,Female,32,Germany,German,Data Analysis,9, $75.00 ,NA,No,96%
FL250656,Cynthia Mckinney,Female,59,Canada,English,Graphic Design,14, $30.00 ,3.8,No,66%
FL250657,Wendy Rice,Female,59,France,French,Cybersecurity,37, $30.00 ,4.0,No,62%
FL250658,Randy Bender,Male,29,Germany,German,Graphic Design,2, $75.00 ,2.2,Yes,85%
FL250659,Richard Dominguez,Male,58,China,Mandarin,Artificial Intelligence,11, $100.00 ,4.3,No,66%
FL250660,Melissa Maldonado,Female,56,Canada,English,Cybersecurity,19, $20.00 ,0.0,No,87%
FL250661,Leah Harris,Female,36,United States,English,Machine Learning,9, $20.00 ,0.0,Yes,68
FL250662,Lynn French,Female,52,Canada,English,UI/UX Design,16, $100.00 ,4.0,Yes,NA
FL250663,Angela Johnson,Female,42,Netherlands,Dutch,Mobile Apps,8, $50.00 ,NA,No,NA
FL250664,Sarah Edwards,Female,59,India,Hindi,Mobile Apps,34, $100.00 ,2.0,Yes,79%
FL250665,Roy Collins,Male,33,Netherlands,Dutch,Mobile Apps,5, $50.00 ,4.7,Yes,88%
FL250666,Samantha Porter,Female,55,Canada,English,Web Development,14, $50.00 ,3.6,Yes,81%
FL250667,Juan Elliott,Male,47,South Korea,Korean,UI/UX Design,17, $50.00 ,1.2,No,NA
FL250668,Elizabeth Phillips,Female,29,Mexico,Spanish,Artificial Intelligence,10, NA ,4.4,Yes,67%
FL250669,Laura Evans,Female,30,United Kingdom,English,DevOps,8, $100.00 ,1.4,Yes,62
FL250670,Amanda Mitchell,Female,25,Canada,English,DevOps,1, $30.00 ,3.2,No,87%
FL250671,Sandra Williams,Female,28,Egypt,Arabic,Cybersecurity,10, NA ,3.8,Yes,98%
FL250672,Eric Johnson,Male,29,South Korea,Korean,Blockchain Development,0, $75.00 ,1.5,Yes,64%
FL250673,Javier Hobbs,Male,30,Spain,Spanish,Graphic Design,4, NA ,2.8,Yes,71%
FL250674,Jacob Jones,Male,47,Egypt,Arabic,Artificial Intelligence,2, $50.00 ,2.7,Yes,96
FL250675,Zachary Murphy,Male,34,Australia,English,Blockchain Development,10, $30.00 ,3.9,No,NA
FL250676,Joshua Owens,Male,45,United States,English,Graphic Design,16, $100.00 ,4.6,No,78%
FL250677,Dawn Mitchell,Female,56,Spain,Spanish,Cybersecurity,27, $20.00 ,2.2,No,70%
FL250678,Regina Dunn,Female,49,China,Mandarin,DevOps,20, $50.00 ,2.5,No,82%
FL250679,Ernest Cole,Male,48,France,French,Artificial Intelligence,10, NA ,3.1,No,NA
FL250680,Hannah Sanders,Female,29,South Korea,Korean,Graphic Design,0, $20.00 ,NA,Yes,99%
FL250681,Ellen Bowman,Female,49,Netherlands,Dutch,Web Development,11, $75.00 ,3.8,Yes,93%
FL250682,Nancy Moore,Female,22,China,Mandarin,Blockchain Development,1, $100.00 ,4.8,Yes,75%
FL250683,Joseph Wood,Male,52,Mexico,Spanish,Graphic Design,30, $100.00 ,2.5,No,61
FL250684,Michael Harrell,Male,60,Canada,English,Blockchain Development,7, $30.00 ,0.0,Yes,97%
FL250685,Connie Mcclain,Female,33,Japan,Japanese,UI/UX Design,0, $100.00 ,1.7,Yes,95
FL250686,Matthew Baldwin,Male,52,South Korea,Korean,Graphic Design,21, $40.00 ,4.0,No,69%
FL250687,Danielle Nelson,Female,25,Germany,German,DevOps,7, $100.00 ,1.9,No,63%
FL250688,Steven Moore,Male,33,Japan,Japanese,Cybersecurity,0, $30.00 ,4.4,Yes,65%
FL250689,Megan Hudson,Female,33,China,Mandarin,Mobile Apps,0, NA ,4.2,Yes,90%
FL250690,Lisa Johnson,Female,52,Canada,English,UI/UX Design,25, $100.00 ,4.8,No,NA
FL250691,Tracy White,Female,20,Indonesia,Indonesian,Web Development,1, $30.00 ,2.0,Yes,89%
FL250692,Natalie Diaz,Female,43,Russia,Russian,Data Analysis,7, $50.00 ,NA,Yes,80%
FL250693,Amanda Mitchell,Female,31,France,French,Mobile Apps,0, $50.00 ,1.4,Yes,80%
FL250694,Karen Scott,Female,29,Germany,German,Data Analysis,6, $100.00 ,1.8,No,NA
FL250695,Mary Brown,Female,53,South Africa,Afrikaans,Graphic Design,35, NA ,0.0,Yes,67%
FL250696,Jon Jones,Male,38,India,Hindi,Mobile Apps,1, $40.00 ,0.0,No,96%
FL250697,Jason Phillips,Male,29,Spain,Spanish,Graphic Design,0, $20.00 ,0.0,No,90%
FL250698,Eric Walsh,Male,42,South Korea,Korean,UI/UX Design,0, NA ,3.9,No,62%
FL250699,Carol Schneider,Female,54,United States,English,Machine Learning,9, $100.00 ,NA,No,72%
FL250700,Juan Hines,Male,56,China,Mandarin,UI/UX Design,18, $50.00 ,4.4,Yes,83%
FL250701,Martha Sweeney,Female,47,Turkey,Turkish,Graphic Design,22, $100.00 ,4.4,Yes,70%
FL250702,Jason Weaver,Male,45,Russia,Russian,Blockchain Development,25, $50.00 ,0.0,Yes,99
FL250703,Benjamin Stevens,Male,45,China,Mandarin,Data Analysis,6, $50.00 ,1.4,No,97
FL250704,Daniel Lopez,Male,35,Canada,English,Machine Learning,10, $20.00 ,3.2,Yes,77%
FL250705,John Simpson,Male,51,Canada,English,DevOps,4, $50.00 ,2.0,Yes,92%
FL250706,Katrina Schultz,Female,34,Spain,Spanish,Mobile Apps,11, $50.00 ,3.3,Yes,76%
FL250707,Danielle Bell,Female,51,Indonesia,Indonesian,Graphic Design,1, $50.00 ,0.0,Yes,97%
FL250708,Jason Brady,Male,58,Egypt,Arabic,Graphic Design,35, $100.00 ,2.3,Yes,NA
FL250709,Megan Bright,Female,36,Netherlands,Dutch,Web Development,17, $20.00 ,0.0,Yes,99
FL250710,David Griffin,Male,41,Russia,Russian,Artificial Intelligence,12, $30.00 ,2.6,Yes,NA
FL250711,Michael Clark,Male,56,South Africa,Afrikaans,Machine Learning,30, $40.00 ,3.3,Yes,82%
FL250712,Rebecca Barker,Female,58,Canada,English,Cybersecurity,20, $75.00 ,3.6,Yes,78%
FL250713,Angela Smith,Female,58,United States,English,Cybersecurity,22, $100.00 ,3.7,No,NA
FL250714,Christina Wright,Female,54,United Kingdom,English,Artificial Intelligence,32, $20.00 ,3.4,Yes,NA
FL250715,Todd Turner,Male,53,Australia,English,UI/UX Design,9, $50.00 ,4.0,Yes,72%
FL250716,Elizabeth Green,Female,43,Australia,English,Web Development,22, $40.00 ,4.5,No,NA
FL250717,Alex Smith,Male,44,South Korea,Korean,Machine Learning,1, $75.00 ,4.3,Yes,NA
FL250718,Shane Hale,Male,34,Canada,English,Cybersecurity,4, $75.00 ,4.0,Yes,NA
FL250719,Kathy Grimes,Female,27,Brazil,Portuguese,Mobile Apps,8, $50.00 ,1.6,Yes,NA
FL250720,David Cherry,Male,50,Japan,Japanese,Data Analysis,3, $100.00 ,0.0,Yes,NA
FL250721,Rachel Rogers,Female,52,South Korea,Korean,UI/UX Design,30, $75.00 ,NA,Yes,94%
FL250722,Travis Braun,Male,57,Spain,Spanish,Blockchain Development,11, $20.00 ,4.9,Yes,NA
FL250723,Shawna Palmer,Female,53,Mexico,Spanish,DevOps,8, $20.00 ,2.8,Yes,NA
FL250724,Bradley Gaines,Male,51,Turkey,Turkish,UI/UX Design,11, $30.00 ,3.6,Yes,77%
FL250725,April Ford,Female,37,Canada,English,Cybersecurity,9, $50.00 ,NA,Yes,84
FL250726,James Gonzalez,Male,40,Spain,Spanish,Web Development,7, $40.00 ,4.5,No,79
FL250727,John Castillo,Male,60,Japan,Japanese,Data Analysis,24, $40.00 ,3.1,No,69%
FL250728,Ian Hayes,Male,60,France,French,UI/UX Design,0, $40.00 ,4.9,Yes,68%
FL250729,Christine Castro,Female,53,South Korea,Korean,UI/UX Design,21, $30.00 ,4.2,Yes,73
FL250730,Jessica Chaney,Female,20,Mexico,Spanish,Blockchain Development,0, $75.00 ,3.2,Yes,74%
FL250731,John Gray,Male,42,Russia,Russian,Web Development,7, $20.00 ,NA,No,100%
FL250732,Shane Booker,Male,21,United Kingdom,English,Mobile Apps,3, $40.00 ,0.0,No,87%
FL250733,Kyle Hall,Male,39,Germany,German,Web Development,21, $100.00 ,2.2,No,79%
FL250734,Ronald Munoz,Male,32,India,Hindi,Blockchain Development,0, $30.00 ,1.5,No,68%
FL250735,Christopher Long,Male,35,Germany,German,Data Analysis,0, $100.00 ,NA,No,84%
FL250736,Sandra Ali,Female,35,France,French,UI/UX Design,17, $50.00 ,3.1,No,71%
FL250737,Jessica Garza,Female,23,Argentina,Spanish,UI/UX Design,0, $75.00 ,0.0,Yes,92%
FL250738,Gregory Waters,Male,26,Netherlands,Dutch,Artificial Intelligence,6, $100.00 ,NA,Yes,69%
FL250739,Misty Adams,Female,34,Canada,English,Machine Learning,3, NA ,0.0,Yes,71%
FL250740,Megan Brown,Female,34,Germany,German,Blockchain Development,3, NA ,NA,No,77%
FL250741,Gregory Brown,Male,57,Italy,Italian,Web Development,31, $50.00 ,3.0,Yes,87%
FL250742,Scott Alexander Md,Male,46,Canada,English,Web Development,5, $30.00 ,2.6,Yes,76%
FL250743,Eric Nguyen,Male,55,India,Hindi,Artificial Intelligence,37, $75.00 ,4.1,Yes,NA
FL250744,Wendy Boyer,Female,32,Australia,English,DevOps,10, $50.00 ,1.5,No,65%
FL250745,Mark Clark,Male,53,Indonesia,Indonesian,Artificial Intelligence,28, $50.00 ,2.9,Yes,82%
FL250746,Carl Kline,Male,59,Mexico,Spanish,Artificial Intelligence,0, $100.00 ,0.0,Yes,87
FL250747,Linda Williams,Female,44,Netherlands,Dutch,Machine Learning,19, $40.00 ,4.9,No,100%
FL250748,Jason Edwards,Male,35,Egypt,Arabic,Blockchain Development,9, $50.00 ,3.0,No,71
FL250749,Madison Mcintosh,Female,42,China,Mandarin,Machine Learning,5, $30.00 ,4.9,Yes,87
FL250750,Desiree Winters,Female,58,South Korea,Korean,Blockchain Development,0, $30.00 ,4.6,No,70
FL250751,Ryan Taylor,Male,41,Netherlands,Dutch,Artificial Intelligence,21, $100.00 ,2.2,Yes,83%
FL250752,Patricia Scott,Female,41,Argentina,Spanish,Web Development,0, $40.00 ,NA,Yes,74%
FL250753,Erin Jimenez,Female,23,Canada,English,Blockchain Development,0, $30.00 ,1.1,Yes,86%
FL250754,Anthony Krause,Male,51,China,Mandarin,Blockchain Development,17, $40.00 ,4.5,Yes,72%
FL250755,Diane Dean,Female,42,France,French,Artificial Intelligence,21, NA ,2.5,Yes,73%
FL250756,Stuart Mckinney,Male,26,Japan,Japanese,Data Analysis,7, $75.00 ,2.9,No,78%
FL250757,Kellie Le,Female,49,Indonesia,Indonesian,Artificial Intelligence,22, $75.00 ,0.0,Yes,NA
FL250758,Lauren Henry,Female,37,Italy,Italian,DevOps,0, $75.00 ,3.5,No,75%
FL250759,Brandon Fox,Male,31,Australia,English,Artificial Intelligence,1, $40.00 ,4.5,No,96%
FL250760,Richard Smith,Male,51,South Korea,Korean,Mobile Apps,5, $40.00 ,1.7,Yes,61%
FL250761,John White,Male,60,China,Mandarin,DevOps,40, $50.00 ,4.6,Yes,100%
FL250762,Gilbert Mcintyre,Male,51,Canada,English,Blockchain Development,19, $50.00 ,NA,Yes,82%
FL250763,Christopher Sparks,Male,37,Germany,German,Graphic Design,12, NA ,4.9,Yes,80%
FL250764,Aaron Hicks,Male,52,India,Hindi,Blockchain Development,7, $40.00 ,2.2,No,96%
FL250765,Jose Patterson,Male,27,Indonesia,Indonesian,Blockchain Development,4, $20.00 ,NA,No,63%
FL250766,Bryan Long,Male,48,Australia,English,Graphic Design,24, $40.00 ,2.2,No,67%
FL250767,Tammy Gomez,Female,22,Japan,Japanese,Data Analysis,1, $30.00 ,3.3,Yes,61%
FL250768,Diana Raymond,Female,48,Germany,German,Mobile Apps,28, $30.00 ,4.9,No,77%
FL250769,Jessica Armstrong,Female,54,United States,English,Mobile Apps,19, $75.00 ,0.0,No,NA
FL250770,Amanda Martin,Female,52,South Korea,Korean,Data Analysis,4, $50.00 ,NA,No,84%
FL250771,Anne Hamilton,Female,39,Turkey,Turkish,Web Development,20, $100.00 ,NA,Yes,89%
FL250772,Heather Curtis,Female,54,Russia,Russian,Mobile Apps,19, $30.00 ,4.0,No,90%
FL250773,Tiffany Moses,Female,22,United States,English,Cybersecurity,1, $20.00 ,4.8,No,87%
FL250774,Jacqueline Moon,Female,29,South Africa,Afrikaans,Mobile Apps,8, $50.00 ,0.0,No,77%
FL250775,James Campbell,Male,23,Spain,Spanish,DevOps,3, $30.00 ,1.6,Yes,72%
FL250776,Melissa Vasquez,Female,58,Mexico,Spanish,DevOps,30, $50.00 ,1.3,Yes,87%
FL250777,Katherine Carlson,Female,56,China,Mandarin,Blockchain Development,3, $40.00 ,4.1,Yes,89%
FL250778,Adam Clay,Male,48,Turkey,Turkish,Web Development,19, $40.00 ,1.5,No,87%
FL250779,Amy Combs,Female,31,Russia,Russian,Mobile Apps,11, $40.00 ,4.3,Yes,76%
FL250780,Anthony Case,Male,44,Australia,English,Machine Learning,26, $50.00 ,1.6,No,100%
FL250781,Kimberly Brown,Female,42,Egypt,Arabic,Mobile Apps,10, $100.00 ,3.7,Yes,94%
FL250782,Joshua Holloway,Male,59,United States,English,Cybersecurity,17, $50.00 ,1.4,Yes,NA
FL250783,Cynthia Walton,Female,41,Argentina,Spanish,Blockchain Development,9, $100.00 ,4.5,Yes,83
FL250784,Shawn Delgado,Male,21,China,Mandarin,Data Analysis,0, $40.00 ,3.7,No,74%
FL250785,Jeremy Smith,Male,53,United Kingdom,English,DevOps,5, $75.00 ,1.1,No,92
FL250786,Marc Ortiz,Male,35,Argentina,Spanish,Mobile Apps,15, NA ,3.7,No,66%
FL250787,Michelle Gregory,Female,25,Brazil,Portuguese,Machine Learning,3, $50.00 ,3.2,Yes,74%
FL250788,Melanie Gay,Female,23,Italy,Italian,UI/UX Design,1, $30.00 ,5.0,No,97%
FL250789,Brittany Lambert,Female,56,Egypt,Arabic,Graphic Design,13, $30.00 ,0.0,No,77
FL250790,Mary Hernandez,Female,31,Mexico,Spanish,UI/UX Design,6, NA ,3.5,Yes,86%
FL250791,Jonathan Jones,Male,24,United States,English,Cybersecurity,4, $50.00 ,3.1,No,95%
FL250792,Gina Williams,Female,35,Brazil,Portuguese,Cybersecurity,7, NA ,3.9,No,72%
